"title","company","location","salary","job_url","description","posted_at","schedule_type","site"
"AVP, Technology Controls Engineer (L11)","Synchrony","New Delhi, Delhi","Not specified","https://in.linkedin.com/jobs/view/avp-technology-controls-engineer-l11-at-synchrony-4235442608?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","JOB_POSTING-3-70655-3

Job Description

Role Title: AVP, Technology Controls Engineer (L11)

Company Overview

Synchrony (NYSE: SYF) is a premier consumer financial services company delivering one of the industry’s most complete digitally enabled product suites. Our experience, expertise and scale encompass a broad spectrum of industries including digital, health and wellness, retail, telecommunications, home, auto, outdoors, pet and more.
• We have recently been ranked #2 among India’s Best Companies to Work for by Great Place to Work. We were among the Top 50 India’s Best Workplaces in Building a Culture of Innovation by All by GPTW and Top 25 among Best Workplaces in BFSI by GPTW. We have also been recognized by AmbitionBox Employee Choice Awards among the Top 20 Mid-Sized Companies, ranked #3 among Top Rated Companies for Women, and Top-Rated Financial Services Companies.
• Synchrony celebrates ~51% women diversity, 105+ people with disabilities, and ~50 veterans and veteran family members.
• We offer Flexibility and Choice for all employees and provide best-in-class employee benefits and programs that cater to work-life integration and overall well-being.
• We provide career advancement and upskilling opportunities, focusing on Advancing Diverse Talent to take up leadership roles.

Organizational Overview

This role will be with the Compute Technology team which is part of our CTO organization:

Responsibilities

The Compute Technology Team is responsible for engineering, delivery and operations for Synchrony’s compute infrastructure environments both on premise and in the public cloud. Responsibilities include:
• Compute Automation & Process engineering
• Server Engineering & Operations for Microsoft Windows and Red Hat Linux
• Asset & Lifecycle management (LCM) for OS, Server and Storage infrastructure
• Infrastructure engagement & provisioning services
• Infrastructure Vulnerability Management Compliance
• Cloud compute governance automation for EC2 and Azure

Role Summary/ Purpose

The AVP, Technology Controls Engineer will be responsible for designing and implementing automated controls for private & public cloud infrastructure services. You will be responsible for understanding our Infrastructure Governance Documentation (Standards, Procedures and Job Aids) with the goal of automating processes and metrics to keep the organization in compliance. The candidate will possess a deep understanding of IT Infrastructure Governance and Controls, Infrastructure processes, and capture of evidence in support of internal audit activities. A background in IT process improvement is strongly desired. We’re proud to offer you choice and flexibility. You have the option to be remote, and work from home, or come into one of our offices. You may be occasionally requested to commute to our nearest office for in person engagement activities such as team meetings, training and culture events.

Key Responsibilities
• Design and build automated solutions to keep the organization in compliance with infrastructure standards and procedures
• Produce internal audit evidence through the development of reports and dashboards
• Review standards, job aids and procedures for consistency and completeness
• Participate in reviews with internal audit and prepare evidence in support of Business Self Identified Issue (BSII) closure
• Automate repetitive tasks to improve operational efficiency
• Work closely with infrastructure teams to implement new automated controls
• Ensure systems comply with relevant regulatory requirements

Required Skills/Knowledge
• Bachelor’s degree in computer science, Engineering or related field and 6+ years of work experience in Regulatory, or in lieu of degree 8+ years of equivalent work experience in Regulatory.
• Minimum 3+ years of experience with cloud platforms - AWS, Azure or GCP
• Experience working in a regulated environment (e.g. banking, finance)
• Experience reviewing and placing automated controls around company Policies and Standards.
• Certification in cloud platforms - AWS, Azure or GCP
• Expertise in infrastructure automation tools - Terraform, Ansible, Chef, Aria Automation/Orchestration
• Understanding of Linux and Windows operating systems
• Familiarity with ITIL and ServiceNow

Desired Skills/Knowledge
• AWS Solution Architect or similar certification
• Demonstrated stakeholder focus – evaluates decisions through the eyes of the stakeholder; builds strong stakeholder relationships
• Experience working with cross regional teams around the globe
• Running core operations, strategic planning, organizational communications, development programs and Project to Support process
• Systematic problem-solving approach, coupled with strong communication skills and a sense of ownership and drive
• Strong work ethic with the ability to work independently and work in a remote environment

Eligibility Criteria

Bachelor’s degree in computer science, Engineering or related field and 6+ years of work experience in Regulatory, or in lieu of degree 8+ years of equivalent work experience in Regulatory.

Work Timings: 2pm to 11pm IST

(This role qualifies for Enhanced Flexibility and Choice offered in Synchrony India and will require the incumbent to be available between 06:00 AM Eastern Time – 11:30 AM Eastern Time (timings are anchored to US Eastern hours and will adjust twice a year locally). This window is for meetings with India and US teams. The remaining hours will be flexible for the employee to choose. Exceptions may apply periodically due to business needs. Please discuss this with the hiring manager for more details).

For Internal Applicants
• Understand the criteria or mandatory skills required for the role, before applying
• Inform your manager and HRM before applying for any role on Workday
• Ensure that your professional profile is updated (fields such as education, prior experience, other skills) and it is mandatory to upload your updated resume (Word or PDF format)
• Must not be any corrective action plan (First Formal/Final Formal, PIP)
• L9+ Employees who have completed 18 months in the organization and 12 months in current role and level are only eligible.
• L09+ Employees can apply

Grade/Level: 11

Job Family Group

Information Technology","Not specified","Full-time","google"
"Security-Focused Back End Engineer","beBee Careers","New Delhi, Delhi","Not specified","https://in.bebee.com/job/08f435d4661d4662be24eb5b060f4eeb?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Security-Focused Back End Engineer

We are looking for a skilled Back End Developer to join our team as a Security-Focused Back End Engineer. The ideal candidate will have expertise in Golang and Rust and a strong understanding of P2P networking, distributed systems, and encryption. This is a full-time position that requires collaboration with AI engineers and participation in code reviews and security audits.

You will design and implement back end systems for decentralized communication and data transfer, develop and optimize P2P protocols and secure messaging layers, and integrate advanced cryptography. Additionally, you will work on peer-to-peer networks, secure messaging, cryptographic protocols, and blockchain integrations within a privacy-focused environment.

Tech Stack:
- Languages: Golang (strong expertise), Rust (optional)
- Networking: libp2p, QUIC, Onion Routing (Tor/I2P concepts)
- Cryptography: libsodium, liboqs (PQC: Kyber, Dilithium, Falcon)
- Blockchain: Decentralized Identity (DID) integrations, smart contracts (optional)
- DevOps: Docker, Kubernetes, Terraform
- Monitoring: Prometheus, Grafana

Requirements:
- Strong backend development skills, with solid expertise in Golang (Rust is a plus)
- Good understanding of P2P networking, distributed systems, and encryption
- Practical experience with Docker, Kubernetes, and self-hosted environments
- Passion for decentralized technologies, network security, and privacy
- Willingness to work on-site full-time

Bonus Points:
- Experience in Mixnet overlays or anonymous routing systems
- Exposure to blockchain integration for decentralized identity or staking systems
- Contributions to open-source privacy/security projects

What We Offer:
- Opportunity to work on impactful and privacy-first decentralized technologies
- Professional growth in the domains of security, networking, and blockchain technologies

About the Team:
We are a dynamic team working on cutting-edge decentralized technology. Our team members share a passion for security, networking, and decentralization, and we believe that collaboration is key to success.","Not specified","Full-time","google"
"Software Development Expert - Frontend Focus","beBee Careers","New Delhi, Delhi","Not specified","https://in.bebee.com/job/1b70ef14a325b0b46fe4eee28fbed76d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Frontend Development
• Design, build, and maintain robust frontend applications using TypeScript and React.

To ensure high performance and responsiveness of applications across various devices and browsers, the ideal candidate will have a solid understanding of modern frontend development practices.
"",","Not specified","Full-time","google"
"Lead Product Engineer(Frontend)","Sprinklr","Gurugram, Haryana","Not specified","https://in.linkedin.com/jobs/view/lead-product-engineer-frontend-at-sprinklr-4237795972?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Sprinklr is a leading enterprise software company for all customer-facing functions. With advanced AI, Sprinklr's unified customer experience management (Unified-CXM) platform helps companies deliver human experiences to every customer, every time, across any modern channel. Headquartered in New York City with employees around the world, Sprinklr works with more than 1,000 of the world’s most valuable enterprises — global brands like Microsoft, P&G, Samsung and more than 50% of the Fortune 100.

Learn more about our culture and how we make our employees happier through The Sprinklr Way.

Job Description

What You’ll Do

Leadership and Team Management:
• Lead, mentor, and inspire a vibrant team of frontend engineers to deliver high-quality products.
• Foster a culture of ownership, accountability, and continuous improvement within the team.
• Conduct regular code reviews to ensure best practices and maintain code quality.

Product Development:
• Drive the design, development, and deployment of new product features using our existing infra while also enhancing the current infra.
• Collaborate closely with product managers, designers, and backend engineers to translate requirements into technical specifications and solutions.
• Ensure the scalability, performance, and reliability of web applications.

Project Management:
• Manage multiple tracks of development, ensuring timely delivery of features and updates.
• Proactively identify and address potential issues or bottlenecks in the development process.
• Maintain clear and regular communication with stakeholders regarding project status, timelines, and any potential delays.

Technical Excellence:
• Stay updated with the latest industry trends and best practices in frontend development.
• Implement best practices for code security, resilience, and maintainability.
• Encourage the use of performance tools and techniques to enhance the user experience.

Collaboration and Communication:
• Actively participate in daily stand-ups, sprint planning, and retrospectives.
• Facilitate cross-team collaboration to ensure alignment and smooth workflow.
• Provide clear and comprehensive documentation for all developed features and updates.

What Makes You Qualified

Educational Qualifications:
• Bachelor’s or master’s degree in software engineering, computer science, or a related field.

Experience:
• 4-8 years of software development experience specialisation in front-end development.
• Experience in leading teams or projects.

Technical Skills:
• This is what he sent - ""Deep understanding of front-end architecture including HTML, CSS, JavaScript, TypeScript, React, GraphQL and Next.js, with familiarity in Next.js being advantageous.
• Proficiency in design patterns, best practices, and software engineering principles.
• Knowledge of containerisation technologies (e.g., Docker, Kubernetes) and cloud computing platforms (e.g., AWS, Azure, GCP) is preferred.

Soft Skills:
• Exceptional problem-solving abilities.
• Meticulousness in delivering high-quality software solutions.
• Strong teamwork and communication skills.
• Ability to thrive in a dynamic, fast-paced environment.

OUR EVP

Why you'll love Sprinklr: 

We're committed to creating a culture where you feel like you belong, are happier today than you were yesterday, and your contributions matter. At Sprinklr, we passionately, genuinely care. For full-time employees, we provide a range of comprehensive health plans, leading well-being programs, and financial protection for you and your family through a range of global and localized plans throughout the world.

For more information on Sprinklr Benefits around the world, head to https://sprinklrbenefits.com/ to browse our country-specific benefits guides.

We focus on our mission: We founded Sprinklr with one mission: to enable every organization on the planet to make their customers happier. Our vision is to be the world’s most loved enterprise software company, ever.

We believe in our product: Sprinklr was built from the ground up to enable a brand’s digital transformation. Its platform provides every customer-facing team with the ability to reach, engage and listen to customers around the world. At Sprinklr, we have many of the world's largest brands as our clients, and our employees have the opportunity to work closely alongside them.

We invest in our people: At Sprinklr, we believe every human has the potential to be amazing. We empower each Sprinklrite in the journey toward achieving their personal and professional best. For wellbeing, this includes daily meditation breaks, virtual fitness, and access to Headspace. We have continuous learning opportunities available with LinkedIn Learning and more.

EEO - Our philosophy: Our goal is to ensure every employee feels like they belong and are operating in a judgement-free zone regardless of gender, race, ethnicity, age, and lifestyle preference, among others. We value and celebrate diversity and fervently believe every employee matters and should be respected and heard. We believe we are stronger when we belong because collectively, we’re more innovative, creative, and successful. 

Sprinklr is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. See also Sprinklr’s EEO Policy and EEO is the Law.

Why You'll Love Sprinklr:

We're committed to creating a culture where you feel like you belong, are happier today than you were yesterday, and your contributions matter. At Sprinklr, we passionately, genuinely care. For full-time employees, we provide a range of comprehensive health plans, leading well-being programs, and financial protection for you and your family through a range of global and localized plans throughout the world.

For more information on Sprinklr Benefits around the world, head to https://sprinklrbenefits.com/ to browse our country-specific benefits guides.

We focus on our mission: We founded Sprinklr with one mission: to enable every organization on the planet to make their customers happier. Our vision is to be the world’s most loved enterprise software company, ever.

We believe in our product: Sprinklr was built from the ground up to enable a brand’s digital transformation. Its platform provides every customer-facing team with the ability to reach, engage, and listen to customers around the world. At Sprinklr, we have many of the world's largest brands as our clients, and our employees have the opportunity to work closely alongside them.

We invest in our people: At Sprinklr, we believe every human has the potential to be amazing. We empower each Sprinklrite in the journey toward achieving their personal and professional best. For wellbeing, this includes daily meditation breaks, virtual fitness, and access to Headspace. We have continuous learning opportunities available with LinkedIn Learning and more.

EEO - Our philosophy: Our goal is to ensure every employee feels like they belong and are operating in a judgment-free zone regardless of gender, race, ethnicity, age, and lifestyle preference, among others. We value and celebrate diversity and fervently believe every employee matters and should be respected and heard. We believe we are stronger when we belong because collectively, we’re more innovative, creative, and successful.

Sprinklr is proud to be an equal-opportunity workplace and is an affirmative-action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity, or Veteran status. See also Sprinklr’s EEO Policy and EEO is the Law.","Not specified","Full-time","google"
"Veersa Technologies - Senior Software Engineer - Ruby on Rails","Veersa Technologies","Noida, Uttar Pradesh","Not specified","https://www.adzuna.in/details/5217555358?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Position : Senior Software Engineer (ROR)

Location : Noida

Experience : 3 to 6 years

Key Responsibilities :

- Design, develop and maintain scalable web applications using Ruby on Rails.

- Write clean, efficient, and well-tested code following best practices.

- Design and implement RESTful APIs for seamless integration with frontend applications and third-party services.

- Optimize application performance by identifying bottlenecks and improving query efficiency.

- Collaborate with frontend developers, designers, and product managers to deliver a seamless user experience.

- Implement security best practices to ensure application robustness.

- Automate testing and deployment pipelines using CI/CD tools.

- Participate in code reviews, ensuring high code quality and adherence to best practices.

- Work with databases like PostgreSQL, MySQL, or NoSQL solutions.

- Troubleshoot and resolve production issues effectively.

- Document technical designs, workflows, and processes on Jira Confluence for team-wide and Qualifications :

- Bachelor's degree in computer science, Information Technology, or a related field.

- Proven experience as a Ruby on Rails developer, with a strong portfolio of past skills :

- Strong knowledge of Object-Oriented Programming (OOP) and MVC architecture.

- Experience with SQL databases (PostgreSQL / MySQL) and writing optimized queries.

- Proficiency in RESTful API development and third-party API integrations.

- Hands-on experience with Ruby, ROR, JavaScript, HTML, CSS, and frontend frameworks like React or Vue.js.

- Knowledge of background job processing using Sidekiq, Resque, or Delayed Job.

- Familiarity with caching strategies (Redis, Memcached).

- Experience with testing frameworks (RSpec, MiniTest) and test-driven development (TDD).

- Familiarity with containerization (Docker) and cloud platforms (AWS, GCP, Azure).

- Exposure to Agile methodologies and tools like JIRA, Trello, or Asana.

- Experience with CI/CD pipelines for automated deployment.

- Strong problem-solving skills and ability to work in a collaborative team Skills :

- Strong analytical and problem-solving skills with attention to detail.

- Excellent communication and ability to articulate complex technical concepts to non-technical stakeholders.

- Leadership capabilities with experience mentoring and guiding junior developers.

- Adaptability to work in Agile/Scrum environments and deliver under tight to have skills :

- Knowledge of microservices architecture.

- Experience in DevOps practices for infrastructure management.

- Contributions to open-source projects or personal RoR projects.

(ref:hirist.tech)","Not specified","Full-time","google"
"Senior Mobile Application Developer ( Hybrid )","iPrime Services Pvt Ltd , NCR India","Noida, Uttar Pradesh","Not specified","https://in.linkedin.com/jobs/view/senior-mobile-application-developer-hybrid-at-iprime-services-pvt-ltd-ncr-india-4235422557?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Job description

Experience: MINIMUM OF 10 YEARS

Location: Sector 63 , NOIDA

Company: iPrime Services Pvt. Ltd. / for Veoci USA

Company Website: https://www.veoci.com ; www.iprimeserv.com

About Us.

Veoci is a NOCODE Cloud SaaS platform. Using powerful tools, we configure processes for business operations and generally any process requiring scale and security. Processes in production at our over 400 clients include business continuity , crisis management , a major suite of applications for airports and airlines and more. Please look up www.veoci.com for more information.

Veoci NOCODE SaaS puts the tools in the hands of the user. The basic building blocks are integrated with a GIS and a fully secure communication platform. The ease of use at the user side is powered by a complex software engine on the web application and a multifeatured mobile application built on a hybrid platform. The mobile application is available on Google Play and Apple AppStore.

Our customers include the world's largest mobile phone company, the largest insurer, major airlines, over 150 airports including the top 4 in the US, major universities and cities like Los Angeles. Veoci is a powerful platform for digital transformation

The Challenge:

This is an enterprise level B2B app. It is a mission critical application where a single click on a smartphone triggers a wave of actions launching a full SOP or business process. The application has to deliver 99.9999% uptime as it is a critical application in a crisis or in airport safety. Many functions have to work in an offline mode. Our users are mainly in the US, so the app needs to be compatible with accessibility guidelines set out in WCAG 2.1.

We are Agile with a 3-week cycle while we continue to provide bugfixes and enhancements as per customer requirement and development roadmaps in each release. A major UI/UX update is work in progress.

We have been featured twice in the Gartner MQ.

The environment :

We have an exciting environment where you interact directly with ace frontend programmers and a DevOps team that delivers 99.9999% uptime plus a security team that has just achieved SOC2 compliance.

You WILL be challenged, and we need the best of the best to meet this.

Must Have Skills:
• Mobile Hybrid Application Developer
• JavaScript , HTML and CSS
• Phone Gap, Cordova, Capacitor
• Frameworks such as Vue.Js ,Quasar, Angular, React, React Native , Ionic.
• Android Native and/or iOS Native ( Swift or Objective C )
• REST APIs
• Firebase, GitHub and Dev tools
• DevOps Tools such as CI/CD, GitHub Actions , Docker
• Have worked in a Product development or Enterprise application
• Must have knowledge of the release processes on Google Play and Apple AppStore

Educational Qualifications

· 80% and above percentages in both 10th and 12th Boards

· JEE Ranking in the first 5000 ( Engineers only)

· Engineering degree or an MCA with high grades from a top college.

Work Experience
• A minimum of 4 years in a reputed company developing mobile application as a product or in an enterprise .
• Suggested : Work experience in mobile app development for products like Salesforce, ServiceNow, Zoho, Mendix, GCR, and other NOCODE/LOWCODE platforms , will be a extra advantage.
• In a team, your work experience should have stood out, with you being a clear major contributor
• Have produced highly innovative and have used new features in the development frameworks
• Familiar with translating UI/UX into code
• Familiar with the Agile Process and in hot fixing critical bugs

Compensation

We understand that the app requires a special skill and we are prepared to compensate you accordingly.

Work Place:

Induction Training at NOIDA

A min of 3 days in office in NOIDA to be able to work as a team and deliver optimal results

Recruitment Process

Step 1 : Your upload of a customised Resume/JD emphasising the requirements mentioned above

Step 2 : We will shortlist based on the submission

Step 3 : HR will call you to do an initial HR interview and verify your background and willingness to move to our Company as well as where you stay .

Step 4 : Technical interviews with the Mobile leads in India .

Step 5 : Ask you to submit code samples demonstrating your expertise and and your knowledge of our frameworks. This may be open ended or in response to a particular instruction from us

Step 6 : Formal Tech interviews with the US team lead .

Step 7 : HR call and closure

We have tried to be as transparent as possible and request that that the resume submitted reflect the requirements and is not just a summary of your jobs .

We look forward to your application.","Not specified","Full-time","google"
"Developer - Automation","Jacobs","Gurugram, Haryana","Not specified","https://in.linkedin.com/jobs/view/developer-automation-at-jacobs-4237704146?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","At Jacobs, we're challenging today to reinvent tomorrow by solving the world's most critical problems for thriving cities, resilient environments, mission-critical outcomes, operational advancement, scientific discovery and cutting-edge manufacturing, turning abstract ideas into realities that transform the world for good.

Your impact

Develop desktop and web applications, software, and scripts to enhance project delivery and communication between existing and new software (e.g., data capture and imports, process automation, calculation tools, plug-ins, CAD APIs, scripts).
• Work with platforms and tools like Viktor, Autodesk, and Bentley to build apps, plug-ins, and add-ons.
• Participate in global initiatives to design, develop, and execute software solutions to address business needs (e.g., workflows, libraries, databases).
• Collaborate with other developers, Product Owners, Delivery Leads, and Scrum Masters to work under best practices or suggest possible improvements.
• Develop and maintain technical documentation for tools and software.

We value collaboration and believe that in-person interactions are crucial for both our culture and client delivery. We empower employees with our hybrid working policy, allowing them to split their work week between Jacobs offices/projects and remote locations enabling them to deliver their best work.

Here's what you'll need
• Around 6 + years of overall experience is required.
• 1-2 years of programming experience with Python or C#, ideally in technical or engineering contexts.
• Hands-on experience with Revit and AutoCAD for design, drafting, or modeling in engineering projects.
• Familiarity with Revit API and/or AutoCAD .NET API for scripting or automation tasks (e.g., automating design workflows, creating plugins, or customizing tools) is highly desirable.
• Knowledge of version control (e.g., Git), debugging, and basic testing methodologies.
• Experience integrating Revit or AutoCAD with external systems, such as databases, BIM platforms, or other design software, is a plus.
• Strong foundation in object-oriented programming, data structures, and algorithms.
• Understanding of BIM concepts, 3D modeling, and geometric data manipulation specific to Revit and AutoCAD environments.
• Enthusiasm for transitioning from traditional CAD design roles to development-focused roles leveraging Revit API and AutoCAD API.
• Willingness to work in-tandem with architects, engineers, and developers to align API solutions as per project needs.
• Clear communication skills to document code, explain technical solutions, and collaborate with non-technical stakeholders in design teams.
• Experience or knowledge of relational database management, such as SQL, will be a plus.","Not specified","Full-time","google"
"Senior Software Engineer - Android","LeadSquared","Noida, Uttar Pradesh","Not specified","https://in.linkedin.com/jobs/view/senior-software-engineer-android-at-leadsquared-4171251391?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Location: Noida

Reports to the Senior Engineering manager

About LeadSquared

One of the fastest-growing SaaS companies in the CRM space, LeadSquared empowers organizations with the power of automation. More than 1700 customers with 2 lakhs+ users across the globe utilize the LeadSquared platform to automate their sales and marketing processes and run high-velocity sales at scale.

We are backed by prominent investors such as Stakeboat Capital, Jyoti Bansal, and Gaja Capital to name a few. We raised $153mn in our latest Series C funding round from WestBridge Capital, and we're now India's 103rd Unicorn! We are expanding rapidly and our 1400+ strong and still growing workforce is spread across India, the U.S, the Middle East, ASEAN, ANZ, and South Africa.
• Among the Top 50 fastest-growing tech companies in India as per Deloitte Fast 50 programs
• Frost and Sullivan's 2019 Marketing Automation Company of the Year award
• Among Top 100 fastest growing companies in FT 1000: High-Growth Companies Asia- Pacific
• Listed as Top Rates Product on G2Crowd, GetApp, and TrustRadius

Engineering @ LeadSquared

At LeadSquared, we like being up to date with the latest technology and utilizing the trending tech stacks to build our product. By joining the engineering team, you get to work first-hand with the latest web and mobile technologies and solve the challenges of scale, performance, security, and cost optimization. Our goal is to build the best SaaS platform for sales execution in the industry and what better place than LeadSquared for an exciting career?

The Role
• Work with the Product team closely to help with the feasibility study and designing of overall features to leverage the technology
• Follow and implement Agile practices
• Find performance bottlenecks and work towards optimization of the App
• Implement industry best practices and improve the overall quality of the codebase
• Discover and implement new technologies to increase development efficiency
• Work with the QA team to help test complex features
• Mentor junior team members

Key Responsibilities
• Experience with Android development using the Java language
• Excellent communication skills
• Strong problem-solving and analytical skills
• Good knowledge of object-oriented design patterns and multi-threading concepts
• Good knowledge of the SQLite database and Google Play Services like Push Notifications
• Experience with third-party libraries and APIs

Key Requirements
• 3+ years of experience working in mobile app development
• 2+ years of hands-on experience in Android development using Java
• Strong experience with Kotlin (Preferred)
• Solid understanding of object-oriented design, multi-threading, and design patterns .
• Experience with SQLite database and Google Play Services (Notifications, Maps, Location, etc.).
• Proficiency in integrating third-party libraries and APIs .
• Jetpack Compose and Flutter experience is a plus.
• Strong problem-solving, analytical, and communication skills.

Why Should You Apply?
• Fast-paced environment
• Accelerated Growth & Rewards
• Easily approachable management
• Work with the best minds and industry leaders
• Flexible work timings

Interested?

If this role sounds like you, then apply with us! You have plenty of room for growth at LeadSquared.","Not specified","Full-time","google"
"Backend Engineer — Real-time AI & Computer Vision","Asadel Technologies","New Delhi, Delhi","Not specified","https://in.linkedin.com/jobs/view/backend-engineer-%E2%80%94-real-time-ai-computer-vision-at-asadel-technologies-4235097390?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Backend Engineer — Real-time AI & Computer Vision

We’re a small but growing AI startup working on some exciting, large-scale projects — think real-time face recognition, PPE detection, intrusion alerts, and analytics across 30 to 100+ cameras. Our backend is the backbone that ties everything together: streaming data, AI models, APIs, and user-facing apps. And we need someone who can own that.

What we’re looking for:
• 3+ years of backend experience, ideally with AI, computer vision, or automation systems
• Strong in Python — writing clean, efficient, and optimized code to keep things fast and smooth
• Comfortable deploying and managing real-time multi-camera streaming and analytics pipelines
• Curious about and open to learning Go or Rust for concurrency and latency improvements
• Bonus if you’ve worked with C/C++/CUDA or have a basic understanding of GPU programming
• Familiarity or willingness to learn DeepStream and GStreamer (NVIDIA’s streaming SDK) is a huge plus
• Experience containerizing applications neatly (Docker, Kubernetes or similar)
• Ready to learn, relearn, and constantly improve — we’re all about growing together!

If this sounds like you, let’s connect! You can reach out to us at:

Email: debolina@asadeltech.com

Phone: +91 9910707517","Not specified","Full-time","google"
"Full Stack developer (ReactJs, .net Core, Sql Server) - 6-8 yrs experience","procurEngine","Noida, Uttar Pradesh","Not specified","https://in.linkedin.com/jobs/view/full-stack-developer-reactjs-net-core-sql-server-6-8-yrs-experience-at-procurengine-4235099421?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Company Description

ProcurEngine (www.procurengine.com) is an advanced e-Procurement platform designed to simplify procurement processes in the B2B space for both buyers and sellers. Its intuitive user interface has significantly increased adoption rates compared to other complex solutions. ProcurEngine is widely used in various industries, including Manufacturing, EPC & Infra Companies, Bio-Based Technology, Real Estate, and Textiles, with many clients being industry leaders with long-term associations.

Role Description

This is a full-time on-site role for a Full Stack Developer located in Noida. The Full Stack Developer will be responsible for designing, developing, and maintaining both front-end and back-end components of web applications using ReactJs, .net Core, and SQL Server. The developer will work closely with the product team to implement new features, ensure the performance and responsiveness of applications, and troubleshoot technical issues.

Qualifications
• Experience in Front-End Development, including proficiency in ReactJs and Cascading Style Sheets (CSS)
• Back-End Web Development skills, particularly with .net Core and SQL Server
• Proficiency in Full-Stack Development, integrating both front-end and back-end functionalities
• Strong understanding of Software Development principles and practices
• Excellent problem-solving and debugging skills
• Ability to work collaboratively in an on-site team environment
• Bachelor's degree in Computer Science, Information Technology, or a related field
• 6-8 years of experience in Full-Stack Development","Not specified","Full-time","google"
"Shopify FullStack Developer","VAYUZ Technologies","Gurugram, Haryana","Not specified","https://in.linkedin.com/jobs/view/shopify-fullstack-developer-at-vayuz-technologies-4234955135?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","Key Responsibilities:

● Develop, customize, and optimize Shopify stores, ensuring seamless UI/UX.

● Implement Shopify Liquid templates and themes to create responsive designs.

● Customize Shopify apps and integrations using RESTful APIs & GraphQL.

● Handle backend development, including Shopify API integrations, webhooks, and automation.

● Optimize website speed, performance, and SEO for better user engagement.

● Collaborate with cross-functional teams, including marketing, product, and operations.

● Ensure smooth integration with payment gateways, third-party apps, and logistics systems.

● Troubleshoot and resolve bugs, performance issues, and security vulnerabilities.

Required Skills & Qualifications:

● 3-4 years of hands-on experience as a Shopify Developer.

● Strong expertise in Shopify Liquid, HTML, CSS, JavaScript (ES6+), jQuery.

● Experience with Node.js, React.js, or Vue.js is a plus.

● Strong understanding of Shopify APIs, GraphQL, and RESTful services.

● Proficiency in custom Shopify theme development and app customization.

● Hands-on experience in FMCG or Food & Beverage sector (Preferred).

● Familiarity with headless commerce, PWA, and Shopify Plus is an advantage.

● Strong debugging and problem-solving skills.

● Ability to work in a fast-paced, deadline-driven environment","Not specified","Full-time","google"
